time (ms),Δθ (π),σ_θ (π)
171.236,-0.558,2.452e-03
171.436,-0.568,2.442e-03
171.636,-0.578,2.461e-03
171.836,-0.588,2.441e-03
172.035,-0.598,2.454e-03
172.235,-0.608,2.454e-03
172.435,-0.618,2.441e-03
172.635,-0.628,2.461e-03
172.835,-0.638,2.442e-03
173.035,-0.648,2.452e-03
173.235,-0.658,2.455e-03
173.435,-0.668,2.440e-03
173.634,-0.678,2.461e-03
173.834,-0.688,2.443e-03
174.034,-0.698,2.451e-03
174.234,-0.708,2.457e-03
174.434,-0.718,2.440e-03
174.634,-0.728,2.461e-03
174.834,-0.738,2.445e-03
175.033,-0.748,2.449e-03
175.233,-0.758,2.458e-03
175.433,-0.768,2.439e-03
175.633,-0.778,2.460e-03
175.833,-0.788,2.446e-03
176.033,-0.798,2.447e-03
176.233,-0.808,2.459e-03
176.433,-0.818,2.439e-03
176.632,-0.828,2.459e-03
176.832,-0.838,2.448e-03
177.032,-0.848,2.446e-03
177.232,-0.858,2.460e-03
177.432,-0.868,2.439e-03
177.632,-0.878,2.458e-03
177.832,-0.888,2.450e-03
178.031,-0.898,2.444e-03
178.231,-0.908,2.461e-03
178.431,-0.918,2.440e-03
178.631,-0.928,2.456e-03
178.831,-0.938,2.451e-03
179.031,-0.948,2.443e-03
179.231,-0.958,2.461e-03
179.431,-0.968,2.440e-03
179.630,-0.978,2.455e-03
179.830,-0.988,2.453e-03
180.030,-0.998,2.442e-03
180.230,-1.008,2.461e-03
180.430,-1.018,2.441e-03
180.630,-1.028,2.453e-03
180.830,-1.038,2.455e-03
181.029,-1.048,2.441e-03
181.229,-1.058,2.461e-03
181.429,-1.068,2.443e-03
181.629,-1.078,2.452e-03
181.829,-1.088,2.456e-03
182.029,-1.098,2.440e-03
182.229,-1.108,2.461e-03
182.429,-1.118,2.444e-03
182.628,-1.128,2.450e-03
182.828,-1.138,2.457e-03
183.028,-1.148,2.439e-03
183.228,-1.158,2.460e-03
183.428,-1.168,2.445e-03
183.628,-1.178,2.448e-03
183.828,-1.188,2.459e-03
184.027,-1.198,2.439e-03
184.227,-1.208,2.459e-03
184.427,-1.218,2.447e-03
184.627,-1.228,2.446e-03
184.827,-1.238,2.460e-03
185.027,-1.248,2.439e-03
185.227,-1.258,2.458e-03
185.427,-1.268,2.449e-03
185.626,-1.278,2.445e-03
185.826,-1.288,2.460e-03
186.026,-1.298,2.440e-03
186.226,-1.308,2.457e-03
186.426,-1.318,2.450e-03
186.626,-1.328,2.443e-03
186.826,-1.338,2.461e-03
187.025,-1.348,2.440e-03
187.225,-1.358,2.456e-03
187.425,-1.368,2.452e-03
187.625,-1.378,2.442e-03
187.825,-1.388,2.461e-03
188.025,-1.398,2.441e-03
188.225,-1.408,2.454e-03
188.425,-1.418,2.454e-03
188.624,-1.428,2.441e-03
188.824,-1.438,2.461e-03
189.024,-1.448,2.442e-03
189.224,-1.457,2.452e-03
189.424,-1.468,2.455e-03
189.624,-1.478,2.440e-03
189.824,-1.487,2.461e-03
190.023,-1.498,2.443e-03
190.223,-1.508,2.451e-03
190.423,-1.517,2.457e-03
190.623,-1.527,2.440e-03
190.823,-1.538,2.461e-03
191.023,-1.547,2.444e-03
191.223,-1.557,2.449e-03
191.423,-1.567,2.458e-03
191.622,-1.577,2.439e-03
191.822,-1.587,2.460e-03
192.022,-1.597,2.446e-03
192.222,-1.607,2.447e-03
192.422,-1.617,2.459e-03
192.622,-1.627,2.439e-03
192.822,-1.637,2.459e-03
193.021,-1.647,2.448e-03
193.221,-1.657,2.446e-03
193.421,-1.667,2.460e-03
193.621,-1.677,2.439e-03
193.821,-1.687,2.458e-03
194.021,-1.697,2.449e-03
194.221,-1.707,2.444e-03
194.421,-1.717,2.461e-03
194.620,-1.727,2.440e-03
194.820,-1.737,2.456e-03
195.020,-1.747,2.451e-03
195.220,-1.757,2.443e-03
195.420,-1.767,2.461e-03
195.620,-1.777,2.440e-03
195.820,-1.787,2.455e-03
196.019,-1.797,2.453e-03
196.219,-1.807,2.442e-03
196.419,-1.817,2.461e-03
196.619,-1.827,2.441e-03
196.819,-1.837,2.453e-03
197.019,-1.847,2.454e-03
197.219,-1.857,2.441e-03
197.419,-1.867,2.461e-03
197.618,-1.877,2.442e-03
197.818,-1.887,2.452e-03
198.018,-1.897,2.456e-03
198.218,-1.907,2.440e-03
198.418,-1.917,2.461e-03
198.618,-1.927,2.444e-03
198.818,-1.937,2.450e-03
199.017,-1.947,2.457e-03
199.217,-1.957,2.439e-03
199.417,-1.967,2.460e-03
199.617,-1.977,2.445e-03
199.817,-1.987,2.448e-03
199.998,-1.996,2.455e-03
200.013,-1.997,2.458e-03
200.028,-1.998,2.460e-03
200.043,-1.998,2.461e-03
200.058,-1.999,2.462e-03
200.073,-2.000,2.462e-03
200.088,-2.000,2.463e-03
200.103,-2.000,2.463e-03
200.118,-2.000,2.463e-03
200.133,-2.000,2.462e-03
200.147,-0.000,2.460e-03
