time (ms),ω (π/sec),Δθ (π),σ_θ (π),p (Mπ/sec),σ_p (Mπ/sec)
200.111,2.148e+02,-2.000e+00,2.463e-03,-3.332e+00,2.319e+01
200.112,2.231e+02,-2.000e+00,2.463e-03,-2.813e+00,2.319e+01
200.114,2.314e+02,-2.000e+00,2.463e-03,-2.340e+00,2.319e+01
200.115,2.397e+02,-2.000e+00,2.463e-03,-1.913e+00,2.319e+01
200.117,2.480e+02,-2.000e+00,2.463e-03,-1.534e+00,2.319e+01
200.118,2.512e+02,-2.000e+00,2.463e-03,-1.205e+00,2.319e+01
200.120,2.442e+02,-2.000e+00,2.463e-03,-9.265e-01,2.319e+01
200.121,2.276e+02,-2.000e+00,2.463e-03,-6.976e-01,2.319e+01
200.123,2.032e+02,-2.000e+00,2.463e-03,-5.147e-01,2.319e+01
200.124,1.737e+02,-2.000e+00,2.463e-03,-3.730e-01,2.319e+01
200.126,1.418e+02,-2.000e+00,2.462e-03,-2.665e-01,2.319e+01
200.127,1.105e+02,-2.000e+00,2.462e-03,-1.888e-01,2.319e+01
200.129,8.198e+01,-2.000e+00,2.462e-03,-1.337e-01,2.320e+01
200.130,5.778e+01,-2.000e+00,2.462e-03,-9.523e-02,2.320e+01
200.132,3.857e+01,-2.000e+00,2.462e-03,-6.864e-02,2.320e+01
200.133,2.429e+01,-2.000e+00,2.462e-03,-4.997e-02,2.320e+01
200.135,1.436e+01,-2.000e+00,2.462e-03,-3.630e-02,2.320e+01
200.136,7.923e+00,-2.000e+00,2.461e-03,-2.561e-02,2.320e+01
200.138,4.043e+00,-2.000e+00,2.461e-03,-1.658e-02,2.321e+01
200.139,1.883e+00,-2.000e+00,2.461e-03,-8.389e-03,2.321e+01
200.141,7.847e-01,-2.000e+00,2.461e-03,-5.994e-04,2.321e+01
200.142,2.823e-01,-2.000e+00,2.461e-03,7.021e-03,2.321e+01
200.144,8.123e-02,-2.000e+00,2.460e-03,1.458e-02,2.321e+01
200.145,1.431e-02,-2.000e+00,2.460e-03,2.211e-02,2.322e+01
200.147,7.464e-32,-5.544e-05,2.460e-03,2.964e-02,2.322e+01
