time (ms),ω (π/sec),Δθ (π),σ_θ (π),p (Mπ/sec),σ_p (Mπ/sec)
200.093,1.580e+01,-2.348e-03,4.334e-03,-3.829e+01,3.852e+01
200.095,1.507e+01,-2.406e-03,4.333e-03,-3.869e+01,3.853e+01
200.096,1.436e+01,-2.464e-03,4.332e-03,-3.908e+01,3.854e+01
200.097,1.365e+01,-2.523e-03,4.332e-03,-3.945e+01,3.855e+01
200.099,1.296e+01,-2.582e-03,4.331e-03,-3.979e+01,3.856e+01
200.101,1.227e+01,-2.642e-03,4.329e-03,-4.012e+01,3.857e+01
200.102,1.160e+01,-2.703e-03,4.328e-03,-4.043e+01,3.858e+01
200.103,1.095e+01,-2.764e-03,4.327e-03,-4.072e+01,3.859e+01
200.105,1.031e+01,-2.825e-03,4.325e-03,-4.098e+01,3.861e+01
200.107,9.677e+00,-2.887e-03,4.324e-03,-4.122e+01,3.862e+01
200.108,9.064e+00,-2.949e-03,4.322e-03,-4.144e+01,3.864e+01
200.109,8.467e+00,-3.011e-03,4.321e-03,-4.163e+01,3.866e+01
200.111,7.886e+00,-3.073e-03,4.319e-03,-4.180e+01,3.868e+01
200.113,7.322e+00,-3.136e-03,4.317e-03,-4.194e+01,3.870e+01
200.114,6.776e+00,-3.199e-03,4.315e-03,-4.206e+01,3.872e+01
200.115,6.247e+00,-3.262e-03,4.313e-03,-4.215e+01,3.874e+01
200.117,5.737e+00,-3.326e-03,4.310e-03,-4.222e+01,3.876e+01
200.119,5.246e+00,-3.389e-03,4.308e-03,-4.225e+01,3.879e+01
200.120,4.775e+00,-3.452e-03,4.306e-03,-4.226e+01,3.881e+01
200.121,4.323e+00,-3.516e-03,4.303e-03,-4.224e+01,3.884e+01
200.123,3.892e+00,-3.579e-03,4.301e-03,-4.219e+01,3.886e+01
200.125,3.481e+00,-3.642e-03,4.298e-03,-4.211e+01,3.889e+01
200.126,3.092e+00,-3.705e-03,4.295e-03,-4.201e+01,3.892e+01
200.127,2.725e+00,-3.768e-03,4.292e-03,-4.187e+01,3.895e+01
200.129,2.379e+00,-3.831e-03,4.289e-03,-4.170e+01,3.898e+01
200.131,2.056e+00,-3.893e-03,4.286e-03,-4.150e+01,3.901e+01
200.132,1.756e+00,-3.956e-03,4.283e-03,-4.127e+01,3.904e+01
200.133,1.478e+00,-4.017e-03,4.280e-03,-4.101e+01,3.907e+01
200.135,1.224e+00,-4.079e-03,4.277e-03,-4.071e+01,3.910e+01
200.137,9.927e-01,-4.139e-03,4.274e-03,-4.039e+01,3.914e+01
200.138,7.855e-01,-4.200e-03,4.270e-03,-4.003e+01,3.917e+01
200.139,6.021e-01,-4.259e-03,4.267e-03,-3.965e+01,3.920e+01
200.141,4.428e-01,-4.319e-03,4.264e-03,-3.922e+01,3.924e+01
200.143,3.078e-01,-4.377e-03,4.260e-03,-3.877e+01,3.927e+01
200.144,1.972e-01,-4.435e-03,4.257e-03,-3.829e+01,3.931e+01
200.145,1.110e-01,-4.492e-03,4.253e-03,-3.777e+01,3.935e+01
200.147,4.936e-02,-4.548e-03,4.249e-03,-3.722e+01,3.938e+01
200.149,1.237e-02,-4.604e-03,4.246e-03,-3.664e+01,3.942e+01
200.150,1.875e-31,-4.658e-03,4.242e-03,-3.603e+01,3.946e+01
