Ω (rad/s),|c₋|²
0.000000,-0.000000
0.066759,0.132178
0.133518,0.458828
0.200276,0.807246
0.267035,0.993220
0.333794,0.918421
0.400553,0.622398
0.467312,0.261662
0.534070,0.026938
0.600829,0.042328
0.667588,0.299694
