Ω (rad/s),|c₋|²
0.000000,0.004864
0.066759,0.139152
0.133518,0.467693
0.200277,0.816805
0.267035,0.993498
0.333794,0.902245
0.400553,0.594677
0.467312,0.235650
0.534071,0.019423
0.600830,0.062999
0.667588,0.344483
